,title,media,date,datetime,desc,link,img
67,German citizen found dead in apparent suicide in Dhaka,bdnews24.com,07-Aug-22,,"A German citizen has been found dead in his flat in Dhaka, and police believe he died by suicide. On early Sunday morning, they found blister packs of 500...",https://bdnews24.com/bangladesh/iijdsdiz7a,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
68,A violence of modern agriculture,New Age,"pr 5, 2022",,Farmer suicide has occurred in the same upazila much before. ... Integrated Area Development Project under Bangladesh Agriculture Development Corporation...,https://www.newagebd.net/article/167242/a-violence-of-modern-agriculture,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
69,Bengali community tries to tackle 'alarming' spike in youth suicides with study,CBC,28-Sep-20,,"Fahmi Rahman died by suicide when he was 21 years old. ... ""Parents … have these very high-level jobs back in Bangladesh, and then when they came over here,...",https://www.cbc.ca/news/canada/toronto/toronto-bengali-community-members-study-suicide-1.5739021,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
70,American Muslims Are 2 Times More Likely To Have ...,NPR,10-Aug-21,,"""Anecdotally and in clinical settings, we're definitely seeing an uptick in suicides and suicide attempts,"" Dr. Rania Awaad told NPR. She's the director of the...",https://www.npr.org/2021/08/10/1025430083/muslims-suicide-attempts-study-religion-american,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
71,"Body found of armed Belgian anti-vaccine fugitive, suicide ...",Reuters,20-Jun-21,,"""The cause of death is probably, according to initial findings, attributable to suicide by firearm, but this cause will have to be established during a...",https://www.reuters.com/world/europe/body-found-armed-belgian-anti-vaccine-fugitive-suicide-suspected-2021-06-20/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
72,Our apathy towards the suicide epidemic,The Daily Star,"ar 22, 2022",,"The Bangladesh Bureau of Statistics (BBS) estimate that around 10,000 suicides occur in the country every year. Last year, a youth-led organisation found...",https://www.thedailystar.net/views/opinion/news/our-apathy-towards-the-suicide-epidemic-2987646,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
73,Factors responsible for suicide in Bangladesh,The Financial Express,18-Dec-20,,Repeated autopsy studies in developed countries revealed that at least 90 per cent of those who committed suicides had mental disorder. The second generation...,https://thefinancialexpress.com.bd/views/factors-responsible-for-suicide-in-bangladesh-1608310116,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
74,"Vaishali Takkar suicide case: Ex-boyfriend who allegedly harassed TV star arrested, accused was trying to",The Economic Times,"ct 20, 2022",,"The Indore Police on Thursday revealed that they nabbed the main suspect, who is accused of abetting suicide of Takkar, on Wednesday. The cops also recovered...",https://economictimes.indiatimes.com/magazines/panache/vaishali-takkar-suicide-case-ex-boyfriend-who-allegedly-harassed-tv-star-arrested-accused-was-trying-to-flee/articleshow/94980377.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
75,Rajshahi University student commits 'suicide',Dhaka Tribune,24-Sep-21,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/nation/2021/09/24/rajshahi-university-student-commits-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
76,New study highlights cost-effectiveness of bans on pesticides ...,World Health Organization (WHO),17-Dec-20,,"This decrease equates to a potential 6·5% reduction in suicide deaths among these 14 ... Bans of just a few highly hazardous pesticides in Bangladesh,...",https://www.who.int/news/item/17-12-2020-new-study-highlights-cost-effectiveness-of-bans-on-pesticides-as-a-suicide-prevention-strategy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
77,Moment Bangladesh's first transgender newsreader breaks down after finishing her first bulletin,Daily Mail,"ar 9, 2021",,"Tashnuva Anan Shishir, claimed to be Bangladesh's first transgender television ... said: 'The bullying was so unbearable I attempted suicide four times.",https://www.dailymail.co.uk/news/article-9341683/Moment-Bangladeshs-transgender-newsreader-breaks-finishing-bulletin.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
78,Ninth grader commits suicide in Dhaka,Dhaka Tribune,26-Dec-22,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher. Developed by ""Gemcon IT"".",https://www.dhakatribune.com/dhaka/2022/12/26/ninth-grader-commits-suicide-in-dhaka,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
79,Why gender-based violence in Toronto's Bangladeshi community often goes unreported,CBC,"ar 23, 2022",,"WARNING: This story contains graphic descriptions of intimate partner violence and attempted suicide. For Afsana Rahman, the nightmare began immediately...",https://www.cbc.ca/news/canada/toronto/rise-of-gender-based-violence-in-torontos-bangladeshi-community-1.6393631,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
80,Probe sought into tribal people's suicide in Bangladesh,UCA News,"ar 29, 2022",,Activists in Bangladesh have sought a probe into discrimination against ethnic minorities after two tribal people committed suicide after allegedly being...,https://www.ucanews.com/news/probe-sought-into-tribal-peoples-suicide-in-bangladesh/96684,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
81,Man kills three before committing suicide in Portugal`s Bairro Azul,WION,1 month ago,30:12.6,"In Portugal's Setubal, a man shot dead three people before taking his own life. The tragic shooting, according to CNN Portugal, happened around 45...",https://www.wionews.com/world/man-kills-three-before-commiting-suicide-in-portugals-bairro-azul-587582,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
82,"Man, on not getting back wife and child, commits suicide in ...",Dhaka Tribune,14-Dec-20,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/court/2020/12/14/man-on-not-getting-back-wife-and-child-commits-suicide-in-court-premises,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
83,Fact check: Is Safa Kabir Commit Suicide? Bangladeshi model ...,PKBnews.in,4 days ago,30:13.0,"Safa Kabir was the daughter of Bangladeshi journalist, filmmaker, author, and human rights advocate Shahriyar Kabir. One of Bangladesh's most popular figures is...",https://pkbnews.in/safa-kabir-suicide-death/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
84,"Aritry suicide: Court issues warrants for ex-Viqarunnisa principal Nazneen Ferdous, teacher Zinnat Ara",bdnews24.com,"ar 30, 2023",,"Bangladesh, India set for border security talks in Delhi. What's in store as Barishal, Khulna gear up for city elections. Syria's Kurds to begin trials for...",https://bdnews24.com/bangladesh/2o8rq96byh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
85,Sleep duration during the COVID-19 pandemic in Bangladesh ...,Nature,27-Feb-23,,"Although several studies have been conducted in Bangladesh regarding sleep ... Mamun, M. A. & Griffiths, M. D. First COVID-19 suicide case in Bangladesh due...",https://www.nature.com/articles/s41598-023-30023-1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
86,Covid and the rise in suicidal behaviour in youths,Dhaka Tribune,"ct 9, 2021",,"As many as 151 students in Bangladesh committed suicide between March 2020 and June 2021, says a recent study. Levels of stress, depression and anxiety have...",https://archive.dhakatribune.com/bangladesh/2021/10/09/covid-and-the-rise-in-suicidal-behaviour-in-youths,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
87,Agriculture ministry investigating farmer ‘suicides due to lack of irrigation’,bdnews24.com,"ar 29, 2022",,The Ministry of Agriculture has formed a panel to investigate the deaths of two farmers who allegedly committed suicide after they were unable to get water to...,https://bdnews24.com/bangladesh/2022/03/29/agriculture-ministry-investigating-farmer-suicides-due-to-lack-of-irrigation,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
88,Chittagong businessman livestreams suicide on Facebook in ...,Dhaka Tribune,22-Aug-22,,"He co-owned a mobile phone outlet in Dubai with another Bangladeshi-origin businessman from Suabil village of Fatikchari upazila, Rafik. In the video, Khairul...",https://www.dhakatribune.com/bangladesh/2022/08/23/chittagong-businessman-live-streams-suicide-on-facebook-in-dubai,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
89,The young show higher tendency of suicide: Survey,The Business Standard,11-Sep-21,,"Depression and frustration have led to suicidal tendencies among youth and adolescents, according to a survey by the Bangladesh Association of Psychiatrists...",https://www.tbsnews.net/bangladesh/health/young-show-higher-tendency-suicide-survey-301138,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
90,Study: 1 in 2 youngsters contemplate suicide,Dhaka Tribune,10-Jul-21,,"A recent survey, looking at how mental health issues impacted young people, revealed that 50.1% of young people in Bangladesh think of committing suicide at...",https://archive.dhakatribune.com/bangladesh/2021/07/10/study-1-in-2-youngsters-contemplate-suicide,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
91,West Bengal: Bangladeshi student alleges rape by professor at hospital after suicide attempt,Free Press Journal,1 month ago,30:16.8,West Bengal: Bangladeshi student alleges rape by professor at hospital after suicide attempt. A university spokesperson told PTI that the student concerned has...,https://www.freepressjournal.in/education/west-bengal-bangladeshi-student-alleges-rape-by-professor-at-hospital-after-suicide-attempt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
92,Teen commits suicide after having phone taken away,Dhaka Tribune,11-Sep-22,,"Copyright C 2012-2022. 2A Media Limited, All Rights Reserved. 8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://www.dhakatribune.com/bangladesh/2022/09/11/teen-commits-suicide-after-having-phone-taken-away,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
93,The mental health consequences of indigenous language loss,The Lancet,16-Sep-22,,"Several indigenous languages in Bangladesh, such as Soura and Rengmitchya, ... languages is associated with a decrease in youth suicide by almost 50%.",https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(22)00300-5/fulltext,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
94,Mental health concerns: Take action now,The Business Standard,"ar 4, 2023",,The report on 27 January in a leading Bangladeshi newspaper on suicide by students is ... and universities across Bangladesh have committed suicide in 2022.,https://www.tbsnews.net/thoughts/mental-health-concerns-take-action-now-594146,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
95,Switzerland approves machine that can give 'painless' death,The Financial Express,09-Dec-21,,"The euthanasia or assisted suicide debate has resurfaced again as a ... 309 of the Bangladesh penal code makes attempt to suicide a criminal offence,...",https://thefinancialexpress.com.bd/others/switzerland-approves-machine-that-can-give-painless-death-1639050959,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
96,Salman Shah committed suicide | theindependentbd.com,The Independent BD,24-Feb-20,,"Police Bureau of Investigation (PBI) yesterday revealed the findings of Salman's death and mentioned five reasons behind his suicide. Banaj Kumar Majumder,...",https://www.theindependentbd.com/post/238266,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
97,Suicidal behaviours among Ugandan university students: a ...,BMC Psychiatry,"pr 1, 2022",,Suicide remains the leading cause of death among university students often ... Suicide of Bangladeshi medical students: Risk factor trends based on...,https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-022-03858-7,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
98,Toronto's Bangladeshi community struggles with cultural ...,Toronto.com,28-Aug-20,,"In 2016 and 2017, the community heard about 13 young men, all university or college students, who committed suicide. They were also shocked when,...",https://www.toronto.com/news-story/10145563-toronto-s-bangladeshi-community-struggles-with-cultural-conflicts/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
99,Two thirds of university students suffer from mental health issues,Dhaka Tribune,"ct 8, 2022",,"... of the vulnerable mental condition of Bangladesh's future generation with ... Out of the total number of students who committed suicide, highest 219...",https://www.dhakatribune.com/bangladesh/2022/10/08/report-404-students-commited-suicides-in-9-months,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
100,Award-winning reciter ‘dies by suicide' in Barishal,bdnews24.com,03-Aug-22,,Nipa was a member of Bangladesh Udichi Shilpigoshthi's Barishal unit and also a member of Barishal Drama. She did her MBA from Global University in the city...,https://bdnews24.com/bangladesh/ia22zx7l16,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
101,"It was suicide, not murder",The Daily Star,25-Feb-20,,"Renowned Bangladeshi mountaineer Wasfia Nazreen conquered the treacherous K2 in Pakistan, becoming the first person from Bangladesh to summit the second-tallest...",https://www.thedailystar.net/city/salman-shah-death-suicide-not-murder-1872700,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
102,Former Miss USA Cheslie Kryst commits suicide,The Business Standard,01-Feb-22,,"A police spokesperson told Reuters on Monday the death was being investigated as a suicide. Kryst, who won the Miss USA pageant in 2019, was 30.",https://www.tbsnews.net/splash/former-miss-usa-cheslie-kryst-commits-suicide-364906,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
103,USask PhD student uses computer modelling to better ...,USask News,01-Dec-21,,"“Mental health and suicide are two deeply connected public health phenomena,” said Zahan, who was born and raised in Bangladesh.",https://news.usask.ca/articles/colleges/2021/usask-phd-student-uses-computer-modelling-to-better-understand-and-predict-suicide.php,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
104,Kashmiri student in Bangladesh attempts to kill self after college suspends him following brawl with local student,Free Press Kashmir,"an 27, 2022",,'The suspension was revoked after the student's suicide attempt followed by protests'. A Kashmiri student studying at International Medical College in Dhaka...,https://freepresskashmir.news/2022/01/27/kashmiri-student-in-bangladesh-attempts-to-kill-self-after-college-suspends-him-following-brawl-with-local-student/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
105,"Raped in Cox's Bazar, school girl commits suicide in Ctg",The Business Standard,"un 3, 2022",,"The Border Guard Bangladesh (BGB) will also be deployed to bolster security arrangements. Furthermore, 150 Rapid Action Battalion (RAB) members will be on high...",https://www.tbsnews.net/bangladesh/ctg-minor-commits-suicide-after-getting-raped-432378,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
106,"DU BBA student jumps off 16-story building, dies - Dhaka",New Age,"un 2, 2022",,"... 16-story building of her home at Mohammadpur in Bangladesh capital Dhaka on Wednesday ... At one point, she jumped off the roof, leaving a suicide note,...",https://www.newagebd.net/article/172198/du-bba-student-jumps-off-16-story-building-dies,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
107,"KMP ADC commits 'suicide' at night, body of her former orderly found next morning",The Business Standard,21-Jul-22,,Khandkar Laboni's house is in Baralidah village of Sreepur upazila of Magura. Her husband Tarek Abdullah is working as Assistant Director (AD) of Bangladesh...,https://www.tbsnews.net/bangladesh/kmp-adc-commits-suicide-night-body-her-former-orderly-found-next-morning-462282,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
108,Man kills himself and girlfriend in apparent murder-suicide in ...,Dhaka Tribune,"ct 7, 2021",,"Copyright C 2012-2019. 2A Media Limited. All Rights Reserved. 8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/nation/2021/10/07/man-kills-himself-and-girlfriend-in-apparent-murder-suicide-in-gazipur,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
109,Suicide Bombers in Philippines Attack Were Widows of Abu ...,Benar News,26-Aug-20,,It was the deadliest militant attack since the group aligned with Islamic State (IS) carried out a twin suicide bombing at a local church last year. Army chief...,https://www.benarnews.org/english/news/philippine/Jolo-bombings-08262020133000.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
110,Youth ‘commits suicide’ jumping off Chattogram Radisson Blu hotel,The Business Standard,16-Nov-21,,He was taken to the hospital instantly where doctors declared him dead. Bangladesh /...,https://www.tbsnews.net/bangladesh/crime/youth-commits-suicide-jumping-chattogram-radisson-blue-hotel-330367,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
111,"Suicides cost Rs 30,000 crore or 1.3% of Tamil Nadu GDP in 2021, says study by IIT-Madras",Times of India,"ar 16, 2023",,Kellogg Executive Education's Post Graduate Certificate in Product Management will help you! Officer who headed India-...,https://timesofindia.indiatimes.com/city/chennai/suicides-cost-30000-crore-or-1-3-of-tamil-nadu-gdp-in-2021-says-study-by-iit-madras/articleshow/98679110.cms,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
112,Inmate with mental health issues dies by suicide in Kashimpur ...,Dhaka Tribune,"an 26, 2023",,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher. Developed by ""Gemcon IT"".",https://www.dhakatribune.com/nation/2023/01/26/prisoner-commits-suicide-in-kashimpur-jail,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
113,Police constable 'commits suicide' at Banani checkpost,New Age,3 weeks ago,31:03.6,Bangladesh · Police constable 'commits suicide' at Banani checkpost · Want stories like this in your inbox? · More Stories from Country · Popular · Recent · Most...,https://www.newagebd.net/article/202525/constable-commits-suicide-at-banani-check-post,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
114,SUST teacher found dead in US,The Business Standard,"ct 16, 2021",,"... 10am Bangladesh time on Saturday, reports Somoy TV. SUST Proctor Alamgir Kabir confirmed the news and said It is believed that Mahfuz committed suicide.",https://www.tbsnews.net/bangladesh/sust-teacher-found-dead-us-316669,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
115,Teen kills herself after failing to clear SSC exams,Dhaka Tribune,29-Nov-22,,A teenage girl has reportedly committed suicide by hanging herself from a ceiling fan in her home in Raipura upazila of Narsingdi after failing to clear her...,https://www.dhakatribune.com/bangladesh/2022/11/29/teen-kills-herself-after-failing-to-clear-ssc-exams,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
116,Cumilla Medical College Intern dies 'by suicide',UNB,"an 19, 2023",,"Cosmos Centre 69/1 New Circular Road, Malibagh, Dhaka-1217,Bangladesh. Email: newsdesk@unb.com.bd.",https://unb.com.bd/category/Bangladesh/cumilla-medical-college-intern-dies-by-suicide/108560,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
117,"Wanted to commit suicide when news of fixing broke, thought what would I say to family: Mohammad Ashraful",India Today,16-May-20,,Former Bangladesh captain Mohammad Ashraful said that he could have saved himself from getting banned by playing smart but he had voluntarily decided to confess...,https://www.indiatoday.in/sports/cricket/story/mohammad-ashraful-wanted-to-suicide-brother-gave-azharuddins-example-bangladesh-premier-league-match-fixing-1678759-2020-05-16,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
118,Another DU student chooses the dark path of suicide,The Business Standard,08-Feb-22,,"The highest number of suicides were recorded among Dhaka University students, who accounted for nine students while Jagannath University and Shahjalal...",https://www.tbsnews.net/bangladesh/another-du-student-chooses-dark-path-suicide-367849,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
119,"“Not a personal issue, but an institutional murder.” IIT-B student group on Dalit student’s death by suicide",Maktoob media,"ar 9, 2023",,IIT-B student group on Dalit student's death by suicide ... The Bangladesh government has asked New Delhi to issue a clarification about the mural of the...,https://maktoobmedia.com/india/not-a-personal-issue-but-an-institutional-murder-iit-b-student-group-on-dalit-students-death-by-suicide/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
120,"Years after the Rana Plaza tragedy, Bangladesh's garment workers are still bottom of the pile",The Conversation,22-Apr-21,,"Years after the Rana Plaza tragedy, Bangladesh's garment workers are ... On April 24 2019, the sixth anniversary of the disaster, he committed suicide.",https://theconversation.com/years-after-the-rana-plaza-tragedy-bangladeshs-garment-workers-are-still-bottom-of-the-pile-159224,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
121,Man committed suicide in live was a ‘hero’ to family,The Business Standard,03-Feb-22,,"Apart from loneliness, businessman Abu Mohsin Khan, also the father-in-law of prominent actor Riaz Ahmed, mentioned failing health and business losses before...",https://www.tbsnews.net/bangladesh/man-committed-suicide-live-was-hero-family-366172,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
122,Fitoor actor Tunisha Sharma dies by suicide on the sets of a show,Jagonews24,24-Dec-22,,"She was starring as Shehzaadi Mariam in Ali Baba Dastaan-E-Kabul. ANI tweeted, “TV actress Tunisha Sharma committed suicide by hanging herself on the set of a...",https://www.jagonews24.com/en/entertainment/news/65827,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
123,Real estate businessman found dead at Gulshan home,New Age,1 month ago,31:19.0,... was found dead at his home in Gulshan area of Bangladesh capital Dhaka on Sunday. ... prove that the businessman committed suicide by hanging himself.,https://www.newagebd.net/article/200034/real-estate-businessman-found-dead-at-gulshan-home,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
124,Poverty-stricken man commits 'suicide' in Jhenaidah - Dhaka,UNB,"pr 8, 2020",,"Cosmos Centre 69/1 New Circular Road, Malibagh, Dhaka-1217,Bangladesh. Email: newsdesk@unb.com.bd.",https://www.unb.com.bd/category/Bangladesh/poverty-stricken-man-commits-suicide-in-jhenaidah/49019,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
125,"The first news, views & information website of TRIPURA.","TRIPURAINFO : The first news, views & information website of ...","ar 6, 2023",,"In the latest anti-Hindu outrage in increasingly communal and fundamentalist Bangladesh, another Hindu college-going girl was forced to commit suicide on...",https://tripurainfo.com/news.aspx?intnid=16833&title=A-pristinely-innocent-Hindu-girl-falls-prey-to-%E2%80%98love-jihad%E2%80%99-of-a-miscreant-%E2%80%98Momin%E2%80%99-commits-suicide-in-Bangladesh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
126,Neo-Jama'atul Mujahideen Bangladesh's Female Members ...,The Jamestown Foundation,12-Feb-21,,"They have spearheaded recruitment and propaganda campaigns and even surprised security forces with a suicide bombing on December 26, 2016 in Ashkona area of the...",https://jamestown.org/program/neo-jamaatul-mujahideen-bangladeshs-female-members-further-islamic-states-recruitment-and-propaganda/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
127,Teenager commits suicide over arguments with mother,Dhaka Tribune,28-Sep-21,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/2021/09/28/teenager-commits-suicide-over-arguments-with-mother,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
128,Alarming rise in student suicide,"Finance News: Latest Financial News, Finance News today in ...",3 weeks ago,31:19.2,"Of the victims, there were students from the country's top universities like Bangladesh University of Engineering and Technology (BUET), Rajshahi University of...",https://today.thefinancialexpress.com.bd/editorial/alarming-rise-in-student-suicide-1684764912,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
129,"Teenage boy, girl commit suicide in Jhenaidah",Dhaka Tribune,14-Aug-21,,"8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher.",https://archive.dhakatribune.com/bangladesh/nation/2021/08/14/teenage-boy-girl-commit-suicide-in-jhenaidah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
130,Ex-Sunbeams student dies - Dhaka,New Age,13-Nov-20,,Arnaaz's father Dr Tahmeed is the first Bangladeshi executive director of the ... she had been suffering from depression and might have committed suicide.,https://www.newagebd.net/article/121478/ex-sunbeams-student-dies,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
131,I can’t call you,The Daily Star,22-Apr-20,,"Suicides related to Covid-19 are occurring around the world, including in ... to Listen"") is the first and only suicide prevention helpline in Bangladesh,...",https://www.thedailystar.net/opinion/news/i-cant-call-you-1895338,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
132,Indonesian Police Kill Suspect Linked to Church Suicide ...,Benar News,15-Apr-21,,Police in Indonesia's South Sulawesi province on Thursday shot and killed a man allegedly linked to last month's suicide bombing outside a church in...,https://www.benarnews.org/english/news/indonesian/id-terrorism-suspect-killed-04152021132331.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
